Change Request,Description,CR type,Process,WF type,Date completed,Month
900005360,Create PIR /SL  plant M731,MDG,Intercompany,CR 999,28-Nov-25,Nov-25
900005314,New TP for Ocrevus SC SG,MDG,Intercompany,CR 999,28-Nov-25,Nov-25
900005334,A501/A511 Create Text Tool,MDG,Intercompany,CR 999,28-Nov-25,Nov-25
200002942,Update INP11599/11600(Ma.No.11036877),MDG,Quality CR,YQ2,28-Nov-25,Nov-25
1254080,ZAPI_TSL update_1001 & 1105,MDG,Maintanence,YMP30_07,28-Nov-25,Nov-25
1255037,VERIFY FINP CR 1252630,MDG,Development,YMP30_16,28-Nov-25,Nov-25
900005342,Update Material 11038517 & 11004894,MDG,Intercompany,CR 999,28-Nov-25,Nov-25
900004636,Change PP1 CoCode 2647,MDG,Production & launch,CR 999,28-Nov-25,Nov-25
100004626,550568 ACTEMRA 162MG Change,Make,Production master data,CR1,28-Nov-25,Nov-25
100004681,"Alt 1, 2 and 3_Rocephin 1000mg IV_Change",Make,Production master data,CR1,28-Nov-25,Nov-25
100004692,GAZYVA Change,Make,Production master data,CR1,28-Nov-25,Nov-25
100004681,"Alt 1, 2 and 3_Rocephin 1000mg IV_Change",Make,Production master data,CR1,01-Dec-25,Dec-25
100004644,A513 Recipe update Execution 4 Buffers,Make,Production master data,G22,01-Dec-25,Dec-25
900004636,Change PP1 CoCode 2647,MDG,Production & launch,CR 999,01-Dec-25,Dec-25
1267075,ZFIN_Non GMP update_plant 1001,MDG,Maintanence,YMP30_08,01-Dec-25,Dec-25
1267133,ZFIN_Non GMP update_plant 1001,MDG,Maintanence,YMP30_08,01-Dec-25,Dec-25
200001497,MDS_Change/update Master Data,MDG,Customer master,P30,01-Dec-25,Dec-25
1267138,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,01-Dec-25,Dec-25
1267069,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,01-Dec-25,Dec-25
900004637,Upd Trans grp and Temp Conditions,MDG,Production & launch,CR 999,01-Dec-25,Dec-25
900004638,Extd SLOC-Whse for Peru P98,MDG,Production & launch,CR 999,01-Dec-25,Dec-25
1199281,AFF_ZFIN_Execution-Ready_P30_Plant 2840,MDG,Production & launch,YMP30_21,01-Dec-25,Dec-25
1267518,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,01-Dec-25,Dec-25
1267649,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,01-Dec-25,Dec-25
200001500,MDS_Change/update Master Data,MDG,Customer master,P30,01-Dec-25,Dec-25
200001501,MDS_Change/update Master Data,MDG,Customer master,P30,01-Dec-25,Dec-25
1267848,AFF_ZFIN_Affiliate_Update_P98_Plant_1321,MDG,Maintanence,YMP30_16,01-Dec-25,Dec-25
100004695,A513: MRA G6 DS Recipe Updates,Make,Production master data,G24,02-Dec-25,Dec-25
100004645,A513 Recipe update Execution 4 Buffers,Make,Production master data,G22,02-Dec-25,Dec-25
100004648,A513 11022580 Buf WFI in a Bag 50kg BOM,Make,Production master data,G25,02-Dec-25,Dec-25
1268527,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,02-Dec-25,Dec-25
1270672,PZ Change Haltbarkeit 11025481 CA-258569,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1270674,PZ Change Haltbarkeit 11025456 CA-258569,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1270675,PZ Change Haltbarkeit 11025471 CA-258569,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1270676,PZ Change Haltbarkeit 11025480 CA-258569,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1267133,ZFIN_Non GMP update_plant 1001,MDG,Maintanence,YMP30_08,02-Dec-25,Dec-25
1190754,PZ INT M Update QM Material Auth. & QBS Status 11024155,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1190755,PZ INT M Update QM Material Auth.& QBS 11024153,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
900004636,Change PP1 CoCode 2647,MDG,Production & launch,CR 999,02-Dec-25,Dec-25
200002767,CA-241620 New MPN Cupric Sulfate Pentah,MDG,Quality CR,YQG,02-Dec-25,Dec-25
1271518,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271630,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271692,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271701,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271702,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271711,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271751,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271638,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271640,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271703,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271716,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271754,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271798,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271811,Update Delivery Unit_L231,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271199,Update inspection setup,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
1271200,Update inspection setup,MDG,Production & launch,YMUX0033,02-Dec-25,Dec-25
900005359,Delivery unit to be maintained/updated,MDG,Production & launch,CR 999,02-Dec-25,Dec-25
1271517,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,03-Dec-25,Dec-25
200002764,"Avastin INP, QCP and softconfig",MDG,Quality CR,YG4,03-Dec-25,Dec-25
1267518,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,03-Dec-25,Dec-25
1267649,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,03-Dec-25,Dec-25
1272291,AFF_ZFIN_Execution-Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,03-Dec-25,Dec-25
900005409,CA-234779 /  QE-152779,MDG,Maintanence,CR 999,03-Dec-25,Dec-25
1275164,F111 Intramaterial Expiry Update,MDG,Production & launch,YMUX0033,03-Dec-25,Dec-25
1275166,F111 Intramaterial Expiry Update 2,MDG,Production & launch,YMUX0033,03-Dec-25,Dec-25
200001507,Preliminary WF Qualification CONFIRM,MDG,Customer master,P30,03-Dec-25,Dec-25
1275638,DSTC_ZAPI_Update non-GMP_P55_Plant 1105 MRP data,MDG,Maintanence,YMP30_08,03-Dec-25,Dec-25
900005356,New PIRs and SLs needed,MDG,Data migration,CR 999,03-Dec-25,Dec-25
100004649,A513 Hemlibra Recipes Status 3 Col-Pack,Make,Production master data,G25,03-Dec-25,Dec-25
100004669,Create 2 New KIT Recipes-HerSC v2.0,Make,Production master data,R90,03-Dec-25,Dec-25
100004685,Update PV L931 Hemlibra 105,Make,Production master data,CR1,04-Dec-25,Dec-25
100004740,M731_555027_Alt2_Ocrevus 920mg_create,Make,Production master data,CR1,04-Dec-25,Dec-25
100004686,L931_Alt4_Hemlibra 30mg create,Make,Production master data,CR1,04-Dec-25,Dec-25
100004701,L931 ALT1 PV deactivation Hemlibra 30,Make,Production master data,CR1,04-Dec-25,Dec-25
100004669,Create 2 New KIT Recipes-HerSC v2.0,Make,Production master data,R90,04-Dec-25,Dec-25
100004723,A513 Hemlibra Recipe Buffers Act-Type,Make,Production master data,G25,04-Dec-25,Dec-25
1275721,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,04-Dec-25,Dec-25
900005393,A511_Create Source Lists,MDG,Intercompany,CR 999,04-Dec-25,Dec-25
200001507,MDS_Change/update Master Data,MDG,Customer master,P30,04-Dec-25,Dec-25
900005346,Ref. Product for Packaging Building,MDG,Intercompany,CR 999,04-Dec-25,Dec-25
900005390,Ref. Product for Packaging Building,MDG,Intercompany,CR 999,04-Dec-25,Dec-25
1279512,AFF_ZFIN_Update_P30_Plant_2671_PlannedPrice2026JAN01,MDG,Maintanence,YMP30_16,04-Dec-25,Dec-25
1279546,AFF_ZFIN_Update_P30_Plant_2671_PlannedPrice2026JAN01,MDG,Maintanence,YMP30_16,04-Dec-25,Dec-25
1279329,AFF_ZFIN_Update_P30_Plant_2671_PlannedPrice2026JAN01,MDG,Maintanence,YMP30_16,04-Dec-25,Dec-25
1279489,CMO_ZBUL_Non GMP updates_P30_1001,MDG,Maintanence,YMP30_08,04-Dec-25,Dec-25
1279801,CMO_ZBUL_Non GMP updates_P30_1001,MDG,Maintanence,YMP30_08,04-Dec-25,Dec-25
1279772,CMO_ZFIN_ACN Update_P30_1001,MDG,Maintanence,YMP30_08,04-Dec-25,Dec-25
1267138,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,05-Dec-25,Dec-25
1268527,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,05-Dec-25,Dec-25
1268526,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,05-Dec-25,Dec-25
100004668,542549 Prolopa_Change,Make,Production master data,CR1,05-Dec-25,Dec-25
100004677,544576 Mircera 75mg_Change,Make,Production master data,CR1,05-Dec-25,Dec-25
100004723,A513 Hemlibra Recipe Buffers Act-Type,Make,Production master data,G25,05-Dec-25,Dec-25
100004732,"L931_AVASTIN 100MG,create",Make,Production master data,CR1,05-Dec-25,Dec-25
100004787,A514 Cathflo Recipe Update QE-140513,Make,Production master data,G36,10-Dec-25,Dec-25
100004746,VABYSMO 6MG/0.05ML,Make,Production master data,CR1,10-Dec-25,Dec-25
100004679,L931_PHESGO VIAL 600/600MG/10ML,Make,Production master data,CR1,10-Dec-25,Dec-25
100004796,L931_Pulmozyme_Create,Make,Production master data,CR1,10-Dec-25,Dec-25
100004800,A513 Recipe update Execution 4 Med Exch,Make,Production master data,G22,10-Dec-25,Dec-25
100004801,A513 Recipe update Execution 4 Flask 500,Make,Production master data,G22,10-Dec-25,Dec-25
100004821,"M731_Alt 1, 2, 3 and 4_CELLCEPT 500MG",Make,Production master data,CR1,10-Dec-25,Dec-25
900005455,F431_Belgium_PIRprice_2026JAN01,MDG,Intercompany,CR 999,10-Dec-25,Dec-25
200001511,MDS_Change/update Master Data,MDG,Customer master,P30,10-Dec-25,Dec-25
200001512,MDS_Change/update Master Data,MDG,Customer master,P30,10-Dec-25,Dec-25
200001513,MDS_Change/update Master Data,MDG,Customer master,P30,10-Dec-25,Dec-25
200002993,"Assign  ""ZAPI_IMP_05"" Batch Certificate",MDG,Quality CR,YG1,10-Dec-25,Dec-25
1302274,Lot Size update_1310_P98,MDG,Maintanence,YMP30_16,10-Dec-25,Dec-25
1302196,TOLL_Non GMP update_plant 1001,MDG,Maintanence,YMP30_08,10-Dec-25,Dec-25
900005386,A831_Singapore_PriceUpdate_2026,MDG,Intercompany,CR 999,10-Dec-25,Dec-25
900005513,create source list L931 - 10170502,MDG,Intercompany,CR 999,11-Dec-25,Dec-25
1303169,AFF_ZFIN_Update_P30_Plant 4030,MDG,Maintanence,YMP30_16,11-Dec-25,Dec-25
1303322,AFF_ZFIN_Update_P30_Plant 4030,MDG,Maintanence,YMP30_16,11-Dec-25,Dec-25
200002935,Change inspection plan group 15138,MDG,Quality CR,YQ3,11-Dec-25,Dec-25
200002941,CA-262978 - QIR update 92003712,MDG,Quality CR,YQG,11-Dec-25,Dec-25
900004639,Update TSL for mtl 81427419 P98,MDG,Production & launch,CR 999,11-Dec-25,Dec-25
1306179,P98_Plant_1362_ R4E,MDG,Production & launch,YMP30_16,11-Dec-25,Dec-25
1306178,P98_Plant_1362_ R4E,MDG,Production & launch,YMP30_16,11-Dec-25,Dec-25
900005560,TSL Update for P98,MDG,Production & launch,CR 999,11-Dec-25,Dec-25
1303092,CMO_ZSEM_Update non-GMP_P30_Plant 1001 - BOM comp qty,MDG,Maintanence,YMP30_16,11-Dec-25,Dec-25
900005561,Update valid to in PV M731,MDG,Data migration,CR 999,11-Dec-25,Dec-25
900005513,create source list L931 - 10170502,MDG,Intercompany,CR 999,11-Dec-25,Dec-25
1307222,Lot Size Update_F531,MDG,Production & launch,YMUX0033,11-Dec-25,Dec-25
100004852,L931 ALT3 PROLOPA_create,Make,Production master data,CR1,11-Dec-25,Dec-25
100004784,M731_Alt 1 and 2_Ropolivy 30mg_change,Make,Production master data,CR1,11-Dec-25,Dec-25
100004753,L931_552206_KADCYLA 160MG_Change,Make,Production master data,CR1,11-Dec-25,Dec-25
100004834,M731_Alt 1 and 2_PULMOZYM 2.5MG-2.5ML,Make,Production master data,CR1,12-Dec-25,Dec-25
100004780,M731_AVASTIN 100MG/4ML_Change,Make,Production master data,CR1,12-Dec-25,Dec-25
100004754,L931_TAMIFLU_Change,Make,Production master data,CR1,12-Dec-25,Dec-25
100004882,l931 Alt1 542843 Ropolivy 30mg create,Make,Production master data,CR1,12-Dec-25,Dec-25
100004873,L931_Tecentriq Status Release,Make,Production master data,CR1,12-Dec-25,Dec-25
100004836,M731_Actemra200mg_PV1 Deactivation,Make,Production master data,CR1,12-Dec-25,Dec-25
1307099,TOLL_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,12-Dec-25,Dec-25
1307096,TOLL_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,12-Dec-25,Dec-25
1307098,TOLL_ZSEM_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,12-Dec-25,Dec-25
900005519,Remove Goods receipt based IV L931 PIR,MDG,Intercompany,CR 999,12-Dec-25,Dec-25
200002919,10013178_Control Indicator,MDG,Quality CR,YQ3,12-Dec-25,Dec-25
200002994,Insp Plan update per CA-265341,MDG,Quality CR,YQ1,12-Dec-25,Dec-25
900005465,J331_Austria_PIRprice_2026JAN01,MDG,Intercompany,CR 999,12-Dec-25,Dec-25
900005570,Add TRM41205 to material 10195155,MDG,Intercompany,CR 999,12-Dec-25,Dec-25
900005559,Change the price in PIR L931,MDG,Intercompany,CR 999,12-Dec-25,Dec-25
900005557,change cost in PIR L931 / 11026204,MDG,Intercompany,CR 999,12-Dec-25,Dec-25
1309479,Create FINP FR NMRMC0165731,MDG,Material master creation,YMFG001,15-Dec-25,Dec-25
1309572,Create FINP GB NMRMC0165736,MDG,Material master creation,YMFG001,15-Dec-25,Dec-25
1317146,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,15-Dec-25,Dec-25
1302282,TOLL_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,15-Dec-25,Dec-25
1306378,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,15-Dec-25,Dec-25
1306501,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,15-Dec-25,Dec-25
1317922,AFF_ZFIN_Affiliate_Update_P98_Plant 1362,MDG,Maintanence,YMP30_16,15-Dec-25,Dec-25
1320892,TOLL_ZAPI_Update GMP_P30_Plant 1001,MDG,Maintanence,YMP30_07,15-Dec-25,Dec-25
100004707,L931_Alt 1_ROPOLIVY 140MG_change,Make,Production master data,CR1,15-Dec-25,Dec-25
100004812,M731_Actemra80mg,Make,Production master data,CR1,15-Dec-25,Dec-25
100004891,Update MRs PV 9010,Make,Production master data,G24,15-Dec-25,Dec-25
100004881,A514 Create Swab Kit planning recipe,Make,Production master data,G37,15-Dec-25,Dec-25
100004893,Update MR PV1020 and 1030,Make,Production master data,G24,15-Dec-25,Dec-25
100004827,L931 Alt 1 y 2 Ocrevus 920 create,Make,Production master data,CR1,15-Dec-25,Dec-25
1318035,VERIFY ZFIN CR 1305587,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1318038,VERIFY ZFIN CR 1302357,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1324824,VERIFY ZFIN CR 1309716,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1325811,VERIFY ZFIN CR 1309660,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1327263,VERIFY ZFIN CR1309408,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1325819,VERIFY ZFIN CR 1309976,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1361029,Planning readiness correction_CR1309408,MDG,Production & launch,YMUX0033,16-Dec-25,Dec-25
1325819,VERIFY ZFIN CR 1309976,MDG,Development,YMP30_16,16-Dec-25,Dec-25
1363509,AFF_ZFIN_Execution-Ready_P30_Plant 2850,MDG,Production & launch,YMP30_21,16-Dec-25,Dec-25
1364491,AFF_ZFIN_Execution-Ready_P30_Plant 2850,MDG,Production & launch,YMP30_21,16-Dec-25,Dec-25
1335968,VERIFY ZFIN CR1309490,MDG,Development,YMP30_16,16-Dec-25,Dec-25
100004941,A511 Recipe Update BTRC ST FITL PV2010,Make,Production master data,G15,16-Dec-25,Dec-25
100004773,"Alt 1, 2 and 3_Cellcept 250mg_Change",Make,Production master data,CR1,16-Dec-25,Dec-25
100004747,L931_Alt 1_ROPOLIVY 30MG_Create,Make,Production master data,CR1,16-Dec-25,Dec-25
100004916,A511 Update DPI CSC BUF,Make,Production master data,G15,16-Dec-25,Dec-25
100004753,L931_552206_KADCYLA 160MG_Change,Make,Production master data,CR1,16-Dec-25,Dec-25
100004963,M731_Alt 1_ACN 539965_Ropolivy 140mg,Make,Production master data,CR1,17-Dec-25,Dec-25
100004884,M731_Herceptin 440mg_Change and Create,Make,Production master data,CR1,17-Dec-25,Dec-25
100004915,M731_ALT1_ALT2_Evrysdi_Change,Make,Production master data,CR1,17-Dec-25,Dec-25
100004984,A511 Create DPI FZD4 CSC CB,Make,Production master data,G15,17-Dec-25,Dec-25
1359047,VERIFY ZFIN CR 1313971,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1359050,VERIFY ZFIN CR 1314024,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1406003,KAU_ZBUL_Update non-GMP_P30_Plant 1001 - ext sales org,MDG,Maintanence,YMP30_16,17-Dec-25,Dec-25
1361529,VERIFY ZFIN CR 1315761,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1362508,VERIFY ZFIN CR1310501,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1363501,Verify ZFIN CR 1309584,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1364496,VERIFY ZFIN CR 1320390,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1335968,VERIFY ZFIN CR1309490,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1369371,VERIFY ZFIN CR 1312731,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1369375,VERIFY ZSEM CR 1309596,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1371312,VERIFY ZFIN CR 1312743,MDG,Development,YMP30_16,17-Dec-25,Dec-25
1363509,AFF_ZFIN_Execution-Ready_P30_Plant 2850,MDG,Production & launch,YMP30_16,17-Dec-25,Dec-25
1364491,AFF_ZFIN_Execution-Ready_P30_Plant 2850,MDG,Production & launch,YMP30_16,17-Dec-25,Dec-25
1361508,AFF_ZFIN_Execution-Ready_P30_Plant 2674,MDG,Production & launch,YMP30_16,17-Dec-25,Dec-25
1361528,AFF_ZFIN_Execution-Ready_P30_Plant 2674,MDG,Production & launch,YMP30_16,17-Dec-25,Dec-25
200003033,Assign Certificate Type YCOB,MDG,Quality CR,YG1,17-Dec-25,Dec-25
1407514,MH_10188981_Update_Gross_weight,MDG,Production & launch,YMUX0033,17-Dec-25,Dec-25
1407516,MH_10189014_Update_Gross_weight,MDG,Production & launch,YMUX0033,17-Dec-25,Dec-25
1410505,MH_11021218_Update_Gross_weight,MDG,Production & launch,YMUX0033,17-Dec-25,Dec-25
1410508,MH_11020872_Update_Gross_weight,MDG,Production & launch,YMUX0033,17-Dec-25,Dec-25
200003031,"11035099, 11035180 Assign CP and SpecID",MDG,Quality CR,YG1,17-Dec-25,Dec-25
1384493,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,17-Dec-25,Dec-25
1410028,L541_Serbia_PlannedPrice1,MDG,Intercompany,YMUX001,17-Dec-25,Dec-25
1411489,L541_Serbia_PlannedPrice1,MDG,Intercompany,YMUX001,17-Dec-25,Dec-25
1410030,L541_Serbia_PlannedPrice1,MDG,Intercompany,YMUX001,17-Dec-25,Dec-25
1395608,VERIFY FINP CR 1313767,MDG,Development,YMP30_16,18-Dec-25,Dec-25
1414010,VERIFY ZFIN CR 1314932,MDG,Development,YMP30_16,18-Dec-25,Dec-25
1455153,KAU_ZBUL_UpdateGMP_P30_Plant_1001,MDG,Maintanence,YMP30_07,18-Dec-25,Dec-25
1417471,AFF_ZFIN_Update_P30_Plant 4030,MDG,Maintanence,YMP30_16,18-Dec-25,Dec-25
1412007,Verify ZFIN CR 1359043,MDG,Development,YMP30_16,18-Dec-25,Dec-25
1415987,VERIFY ZFIN CR 1322377,MDG,Development,YMP30_16,18-Dec-25,Dec-25
900005664,J531_Finland_PIRupdates_2026JAN01,MDG,Intercompany,CR 999,18-Dec-25,Dec-25
900005656,L831_Canada_PIRupdates_2026JAN01,MDG,Intercompany,CR 999,18-Dec-25,Dec-25
900005510,create PIR L931 packaging material,MDG,Intercompany,CR 999,18-Dec-25,Dec-25
1309721,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,18-Dec-25,Dec-25
1317146,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,18-Dec-25,Dec-25
1417485,Update Rounding Rule SLED to blank in P30,MDG,Maintanence,YMP30_08,18-Dec-25,Dec-25
1416960,Update Rounding Rule SLED to blank in P30,MDG,Maintanence,YMP30_08,18-Dec-25,Dec-25
136924,Activate BOM - ACN: 555554,MDG,Maintanence,Alpin,18-Dec-25,Dec-25
136915,Activate BOM - ACN: 555464,MDG,Maintanence,Alpin,18-Dec-25,Dec-25
136908,Activate BOM - ACN: 555332,MDG,Maintanence,Alpin,18-Dec-25,Dec-25
136908,Activate BOM - ACN: 555331,MDG,Maintanence,Alpin,18-Dec-25,Dec-25
1462059,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,18-Dec-25,Dec-25
1456151,ZAPI_Update non-GMP_OMP tlane creation,MDG,Maintanence,YMP30_16,18-Dec-25,Dec-25
100004971,M731_Mircera 200mcg_Change,Make,Production master data,CR1,18-Dec-25,Dec-25
100004954,A511 Update DPI NME UPSTREAM,Make,Production master data,G14,18-Dec-25,Dec-25
183728,Update Variable Data - ACN: 555692,MDG,Maintanence,Alpin,19-Dec-25,Dec-25
183728,Update Variable Data - ACN: 555693,MDG,Maintanence,Alpin,19-Dec-25,Dec-25
1468934,AFF_ZFIN_Update_P30_Plant 4040,MDG,Maintanence,YMP30_16,19-Dec-25,Dec-25
183733,Update Variable Data - ACN: 555748,MDG,Maintanence,Alpin,19-Dec-25,Dec-25
183733,Update Variable Data - ACN: 555749,MDG,Maintanence,Alpin,19-Dec-25,Dec-25
1500979,Update X-pl status & TSL_F431,MDG,Production & launch,YMUX0033,19-Dec-25,Dec-25
1500982,Update X-pl status & TSL_F431,MDG,Production & launch,YMUX0033,19-Dec-25,Dec-25
900005649,DIR 10000289020 QE-170490/CA-242270,MDG,Maintanence,CR 999,19-Dec-25,Dec-25
1454168,Verify ZFIN CR 1361520,MDG,Development,YMP30_16,19-Dec-25,Dec-25
1503934,Planning readiness update_CR1361520,MDG,Production & launch,YMUX0033,19-Dec-25,Dec-25
1459124,VERIFY ZFIN CR 1316181,MDG,Production & launch,YMUX0033,19-Dec-25,Dec-25
1468931,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,19-Dec-25,Dec-25
200003030,Update Insp.plan 15720,MDG,Quality CR,YQ2,19-Dec-25,Dec-25
200003063,VAMIKIBART DP - Inspection Plan Update,MDG,Quality CR,YQ2,19-Dec-25,Dec-25
200003023,De-assign all insp. Types,MDG,Quality CR,YQ3,19-Dec-25,Dec-25
1458167,TOLL_ZAPI_Update non-GMP_P30_Plant 1001,MDG,Maintanence,YMP30_08,19-Dec-25,Dec-25
1509914,ZAPI_Update non-GMP_Plant 1001_MRP Area,MDG,Maintanence,YMP30_16,19-Dec-25,Dec-25
100004991,MDG CR 1361520,Make,Production master data,R10,19-Dec-25,Dec-25
100004990,MDG CR 1361520,Make,Production master data,R10,19-Dec-25,Dec-25
100004979,MDG CR 1361520,Make,Production master data,R10,19-Dec-25,Dec-25
100004977,MDG CR 1361520,Make,Production master data,R10,19-Dec-25,Dec-25
100004994,L931_Hemlibra 105mg_ALT3_Create,Make,Production master data,CR1,19-Dec-25,Dec-25
100004928,10203799_TECENTRIQ_DEACTIVATION_CHANGE,Make,Production master data,CR1,19-Dec-25,Dec-25
100005001,L931_554587_ALt3_Ropolivy_create,Make,Production master data,CR1,19-Dec-25,Dec-25
100004948,M731_554587_ALt3_Ropolivy_create,Make,Production master data,CR1,22-Dec-25,Dec-25
100005002,A513 Hemlibra Recipe 11038532 EMI BFS,Make,Production master data,G25,22-Dec-25,Dec-25
100004996,A513: MRA G6 Bulk MES CR_8127,Make,Production master data,G23,22-Dec-25,Dec-25
1494032,Verify ZFIN CR 1462056,MDG,Development,YMP30_16,22-Dec-25,Dec-25
1499462,VERIFY ZSEM CR 1364985,MDG,Development,YMP30_16,22-Dec-25,Dec-25
1508286,Verify ZFIN CR 1463525,MDG,Development,YMP30_16,22-Dec-25,Dec-25
1506997,VERIFY ZFIN CR 1412501,MDG,Development,YMP30_16,22-Dec-25,Dec-25
1510509,VERIFY ZFIN CR 1348587,MDG,Development,YMP30_16,22-Dec-25,Dec-25
1514002,VERIFY ZFIN CR 1419458,MDG,Development,YMP30_16,22-Dec-25,Dec-25
1641812,Update MRP view during code creation,MDG,Maintanence,YMUX0031,22-Dec-25,Dec-25
1626918,VERIFY FINP CR 1418962,MDG,Development,YMP30_16,22-Dec-25,Dec-25
900005730,C031_Ireland_PIR_10213406,MDG,Intercompany,CR 999,22-Dec-25,Dec-25
1641795,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Maintanence,YMP30_08,22-Dec-25,Dec-25
1641796,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Maintanence,YMP30_08,22-Dec-25,Dec-25
1641797,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Maintanence,YMP30_08,22-Dec-25,Dec-25
1641798,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Maintanence,YMP30_08,22-Dec-25,Dec-25
1641799,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Maintanence,YMP30_08,22-Dec-25,Dec-25
1637813,ZFIN_Non GMP update_plant 1400,MDG,Maintanence,YMP30_16,22-Dec-25,Dec-25
200003039,Assign YCOB to mat#10183311 for A511,MDG,Quality CR,YG1,22-Dec-25,Dec-25
